crop.species,age
Vanilla_planifolia,21.21363
Vanilla_pompona,21.21363
Vasconcellea_pentagona,4.2675
Veronica_anagallis-aquatica,6.713322
Vicia_articulata,10.791888
Vicia_benghalensis,10.791886
Vicia_cracca,10.791888
Vicia_ervilia,11.3449
Vicia_faba,7.539577
Vicia_graminea,11.3449
Vicia_hirsuta,11.3449
Vicia_lens,NA
Vicia_ludoviciana,7.391198
Vicia_monantha,11.3449
Vicia_narbonensis,11.3449
Vicia_pannonica,11.3449
Vicia_sativa,0.249974
Vicia_sepium,11.3449
Vicia_tetrasperma,11.344886
Vicia_unijuga,11.3449
Vicia_villosa,11.3449
Vigna_aconitifolia,2.337437
Vigna_angularis,1.937584
Vigna_mungo,2.337437
Vigna_radiata,0.731638
Vigna_reflexopilosa,9.71079
Vigna_subterranea,7.752924
Vigna_umbellata,9.71079
Vigna_unguiculata_Cowpea,9.710773
Vigna_unguiculata_aparagus,7.142807
Viola_hamiltoniana,14.937077
Vitellaria_paradoxa,8.934857
Vitex_doniana,10.0681
Vitis_amurensis,30.631087
Vitis_davidii,40.55506
Vitis_rotundifolia,40.555039
Vitis_vinifera,34.935797
Wolffia_arrhiza,8.054384
Xanthium_strumarium,0.482264
Xanthosoma_belophyllum,28.609613
Xanthosoma_brasiliense,28.609613
Xanthosoma_caracu,28.60961
Xanthosoma_poeppigii,28.609613
Xanthosoma_robustum,28.609613
Xanthosoma_sagittifolium,11.014629
Xanthosoma_undipes,28.609613
Yucca_gigantea,2.177277
Zanthoxylum_bungeanum,6.092232
Zea_mays,9.388889
Zingiber_mioga,6.75517
Zingiber_officinale,10.20126
Zizania_aquatica,0.086541
Zizania_latifolia,10.874465
Zizania_palustris,0.086541
Ziziphus_jujuba,7.403009
