"Family","Species.ssp.var","common.name","wild.cultivated","Herbaceous.woody","Trait","VALUE","WR2toCrop","WR2toWR1","Both","Neither","Direction.WR2toCrop","Direction.WR2toWR1"
"Dioscoreaceae","Dioscorea_pentaphylla","Fiveleaf yam","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_pentaphylla","Aerial yam wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_pentaphylla","Fiveleaf yam","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_pentaphylla","Aerial yam wild relative 1","Wild","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_pentaphylla","Fiveleaf yam","Cultivated","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_pentaphylla","Aerial yam wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_pentaphylla","Fiveleaf yam","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_petelotii","Lesser yam wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polygonoides","Piperifolia","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_polystachya","East asian mountain yam wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","Phyllotaxis","Opposite",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","Phyllotaxis","Opposite",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","Phyllotaxis","Opposite",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Yam wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Flabellifolia wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_praehensilis","Oppositifolia wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_quartiniana","Quartiniana","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_transversa","Water yam wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","BranchingPosition","Basitonic and Mesotonic",1,0,0,0,"Mesotonic to Basitonic and Mesotonic",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","Reiteration","Basal",0,0,0,1,"",""
"Dioscoreaceae","Dioscorea_trifida","Indian yam","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","ShortShoots","Absent",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","Reiteration","Apical",0,0,0,1,"",""
"Ebenaceae","Diospyros_abyssinica","Common persimmon wild relative 2","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","ShortShoots","Absent",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","Reiteration","Apical",0,0,0,1,"",""
"Ebenaceae","Diospyros_castanea","Kamagong wild relative 1","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","GrowthDirection","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","ShortShoots","Absent",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","Reiteration","Apical",0,0,0,1,"",""
"Ebenaceae","Diospyros_cayennensis","Black sapote wild relative 1","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","GrowthDirection","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","ShortShoots","Absent",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","Reiteration","Apical",0,0,0,1,"",""
"Ebenaceae","Diospyros_confertiflora","Black sapote wild relative 2","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","BranchingPosition","Mesotonic",1,0,0,0,"Acrotonic to Mesotonic",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","ShortShoots","Absent",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","Reiteration","Apical",0,0,0,1,"",""
"Ebenaceae","Diospyros_discolor","Kamagong","Cultivated","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","BranchingType","Monopodial",1,1,1,0,"Sympodial to Monopodial","Sympodial to Monopodial"
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","MeristemFunctioning","Indeterminate",1,1,1,0,"Determinate to Indeterminate","Determinate to Indeterminate"
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","ShortShoots","Absent",0,1,0,0,"","Absent to Present"
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","Reiteration","Apical",0,0,0,1,"",""
"Ebenaceae","Diospyros_ebenum","Ceylon ebony","Cultivated","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","BranchingType","Sympodial",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","ShortShoots","Absent",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","Reiteration","Apical",0,0,0,1,"",""
"Ebenaceae","Diospyros_ehretioides","Ceylon ebony wild relative 2","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Japanese persimmon wild relative 1","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Date plum wild relative 2","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Fiji persimmon wild relative 1","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Japanese persimmon wild relative 1","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Date plum wild relative 2","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Fiji persimmon wild relative 1","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Japanese persimmon wild relative 1","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Date plum wild relative 2","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Fiji persimmon wild relative 1","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Japanese persimmon wild relative 1","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Date plum wild relative 2","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Fiji persimmon wild relative 1","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Japanese persimmon wild relative 1","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Date plum wild relative 2","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Fiji persimmon wild relative 1","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Japanese persimmon wild relative 1","Wild","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Date plum wild relative 2","Wild","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Fiji persimmon wild relative 1","Wild","Woody","Flowering","Lateral",0,0,0,1,"",""
"Ebenaceae","Diospyros_glandulosa","Japanese persimmon wild relative 1","Wild","Woody","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
