"Family","Species.ssp.var","common.name","wild.cultivated","Herbaceous.woody","Trait","VALUE","WR2toCrop","WR2toWR1","Both","Neither","Direction.WR2toCrop","Direction.WR2toWR1"
"Rosaceae","Cotoneaster_nummularius","Quince wild relative 2","Wild","Woody","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Rosaceae","Cotoneaster_nummularius","Quince wild relative 2","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Rosaceae","Cotoneaster_nummularius","Quince wild relative 2","Wild","Woody","ShortShoots","Present",0,0,0,1,"",""
"Rosaceae","Cotoneaster_nummularius","Quince wild relative 2","Wild","Woody","Reiteration","NoData",0,0,0,1,"",""
"Rosaceae","Cotoneaster_nummularius","Quince wild relative 2","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_cordifolia","Sea kale wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_filiformis","Ethiopian kale wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._abyssinica","Ethiopian kale","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_hispanica_subsp._hispanica","Ethiopian kale wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","BranchingPosition","Basitonic",1,1,1,0,"Mesotonic to Basitonic","Mesotonic to Basitonic"
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_maritima","Sea kale","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","BranchingPosition","Basitonic",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Brassicaceae","Crambe_tatarica","Sea kale wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","BranchingType","Sympodial",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","Flowering","Terminal",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","ShortShoots","Present",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","Reiteration","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_brachyacantha","Medlar wild relative 2","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","Branching","Branched",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","Flowering","Terminal",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","ShortShoots","Present",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","Reiteration","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_hupehensis","Hupehensis","Cultivated","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","Flowering","Terminal",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","ShortShoots","Present",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","Reiteration","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_laevigata","Scarlet firethorn wild relative 2","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","Flowering","Terminal",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","ShortShoots","Present",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","Reiteration","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_pentagyna","Hupehensis wild relative 2","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","BranchingPosition","Acrotonic",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","Flowering","Terminal",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","BranchingMechanism","Rhythmic",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","ShortShoots","Present",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","Reiteration","NoData",0,0,0,1,"",""
"Rosaceae","Crataegus_pinnatifida","Hupehensis wild relative 1","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","Phyllotaxis","Spiral",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","Branching","Branched",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","BranchingType","Monopodial",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","Flowering","Lateral",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","BranchingMechanism","Continuous",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","ShortShoots","Present",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","Reiteration","NoData",0,0,0,1,"",""
"Bignoniaceae","Crescentia_alata","Candle tree wild relative 2","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","Phyllotaxis","Spiral",1,0,0,0,"Opposite to Spiral",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","Branching","Branched",0,0,0,1,"",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","BranchingType","Monopodial",1,0,0,0,"Sympodial to Monopodial",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","BranchingPosition","Mesotonic",1,0,0,0,"Acrotonic to Mesotonic",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","Flowering","Lateral",1,0,0,0,"Terminal to Lateral",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","MeristemFunctioning","Indeterminate",1,0,0,0,"Determinate to Indeterminate",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","BranchingMechanism","Continuous",0,1,0,0,"","Continuous to Rhythmic"
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","ShortShoots","Present",1,0,0,0,"Absent to Present",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","Reiteration","NoData",0,0,0,1,"",""
"Bignoniaceae","Crescentia_cujete","Gourd tree","Cultivated","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","BranchingPosition","Basitonic",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Apiaceae","Crithmum_maritimum","Ajiwain wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","BranchingType","Sympodial",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","BranchingPosition","Basitonic",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Iridaceae","Crocus_cartwrightianus","Saffron crocus wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","BranchingType","Sympodial",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","BranchingPosition","Basitonic",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Iridaceae","Crocus_oreocreticus","Saffron crocus wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","BranchingType","Sympodial",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","BranchingPosition","Basitonic",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","Flowering","Terminal",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","MeristemFunctioning","Determinate",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Iridaceae","Crocus_sativus","Saffron crocus","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","GrowthDirection","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","Phyllotaxis","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","Branching","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","BranchingType","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","BranchingPosition","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","Flowering","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","MeristemFunctioning","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","BranchingMechanism","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","ShortShoots","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_allophylla","Chipilin wild relative 1","Wild","Woody","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Crotalaria_lachnophora","Caracas rattlebox wild relative 1","Wild","Herbaceous","GrowthDirection","Orthotropic",0,0,0,1,"",""
"Fabaceae","Crotalaria_lachnophora","Caracas rattlebox wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Crotalaria_lachnophora","Caracas rattlebox wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Crotalaria_lachnophora","Caracas rattlebox wild relative 1","Wild","Herbaceous","BranchingType","Sympodial",0,0,0,1,"",""
